Entity,Label
Slight,OBS-DP
interval,OBS-DP
increase,OBS-DP
moderate - to - severe,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
lungs,ANAT-DP
clear,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
Osseous,ANAT-DP
structures,ANAT-DP
acute,OBS-DA
abnormality,OBS-DA
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
clear,OBS-DP
well - expanded,OBS-DP
lungs,ANAT-DP
focal,OBS-DA
consolidation,OBS-DA
effusion,OBS-DA
pneumothorax,OBS-DA
Cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
normal,OBS-DP
Bony,ANAT-DP
structures,ANAT-DP
intact,OBS-DP
free,OBS-DA
air,OBS-DA
below,ANAT-DP
right,ANAT-DP
hemidiaphragm,ANAT-DP
acute,OBS-DA
intrathoracic,ANAT-DP
process,OBS-DA
Indistinct,OBS-DA
superior,ANAT-DP
segment,ANAT-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
opacities,OBS-DA
resolved,OBS-DP
Lungs,ANAT-DP
fully,OBS-DP
expanded,OBS-DP
clear,OBS-DP
mild,OBS-DP
biapical,ANAT-DP
scarring,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Cardiomediastinal,ANAT-DP
hilar,ANAT-DP
silhouettes,ANAT-DP
unremarkable,OBS-DP
superior,ANAT-DP
segment,ANAT-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
pneumonia,OBS-DA
Normal,OBS-DP
chest,ANAT-DP
heart,ANAT-DP
normal,OBS-DP
size,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
acute,OBS-DA
focal,OBS-DA
pneumonia,OBS-DA
bilateral,ANAT-DP
apical,ANAT-DP
pleural,ANAT-DP
thickening,OBS-DP
old,OBS-DP
granulomatous,OBS-DP
disease,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
lungs,ANAT-DP
clear,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
aorta,ANAT-DP
unfolded,OBS-DP
heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Clear,OBS-DP
lungs,ANAT-DP
Cardiac,ANAT-DP
size,ANAT-DP
top,OBS-DP
normal,OBS-DP
Widened,OBS-DP
mediastinum,ANAT-DP
mediastinal,ANAT-DP
lymphadenopathy,OBS-DP
enlargement,OBS-DP
pulmonary,ANAT-DP
arteries,ANAT-DP
unchanged,OBS-DP
Right,ANAT-DP
IJ,ANAT-DP
catheter,OBS-DP
tip,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
ET,OBS-DP
tube,OBS-DP
standard,OBS-DP
position,OBS-DP
NG,OBS-DP
tube,OBS-DP
tip,OBS-DP
out of view,ANAT-DP
below,ANAT-DP
diaphragm,ANAT-DP
Bilateral,ANAT-DP
extensive,OBS-DP
lung,ANAT-DP
opacities,OBS-DP
minimally,OBS-DP
worsened,OBS-DP
left,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
denser,OBS-DP
consolidations,OBS-DP
lower,ANAT-DP
lobes,ANAT-DP
left,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
pneumonia,OBS-U
Endotracheal,OBS-DP
tube,OBS-DP
feeding,OBS-DP
tube,OBS-DP
right,ANAT-DP
IJ,ANAT-DP
central,OBS-DP
line,OBS-DP
unchanged,OBS-DP
position,OBS-DP
distal,OBS-DP
tip,OBS-DP
right,ANAT-DP
IJ,ANAT-DP
line,OBS-DP
proximal,ANAT-DP
right,ANAT-DP
atrium,ANAT-DP
pneumothoraces,OBS-DA
minimal,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
Cardiac,ANAT-DP
size,ANAT-DP
top,OBS-DP
normal,OBS-DP
Widened,OBS-DP
mediastinum,ANAT-DP
lymphadenopathy,OBS-DP
enlargement,OBS-DP
pulmonary,ANAT-DP
arteries,ANAT-DP
stable,OBS-DP
Diffuse,OBS-DP
bilateral,ANAT-DP
ground - glass,OBS-DP
opacities,OBS-DP
bibasilar,ANAT-DP
consolidations,OBS-DP
stable,OBS-DP
small,OBS-DP
right,ANAT-DP
effusion,OBS-DP
unchanged,OBS-DP
Right,ANAT-DP
IJ,ANAT-DP
catheter,OBS-DP
tip,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
withdrawn 1 cm,ANAT-DP
standard,OBS-DP
position,OBS-DP
ET,OBS-DP
tube,OBS-DP
tip,OBS-DP
2.9 cm above,ANAT-DP
carina,ANAT-DP
NG,OBS-DP
tube,OBS-DP
stomach,ANAT-DP
coiled,OBS-DP
endotracheal,OBS-DP
tube,OBS-DP
tip,OBS-DP
3.4 cm,ANAT-DP
carina,ANAT-DP
NG,OBS-DP
tube,OBS-DP
in place,OBS-DP
stomach,ANAT-DP
tip,OBS-U
Retrocardiac,ANAT-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
atelectasis,OBS-DP
little,OBS-DP
changed,OBS-DP
leftward,OBS-DP
mediastinal,ANAT-DP
shift,OBS-DP
small,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
Hilar,ANAT-DP
adenopathy,OBS-DP
unchanged,OBS-DP
Expected,OBS-DP
position,OBS-DP
support,OBS-DP
devices,OBS-DP
Little,OBS-DP
change,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
retrocardiac,ANAT-DP
airspace,ANAT-DP
opacity,OBS-DP
small,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
post,OBS-DP
extubation,OBS-DP
NGT,OBS-DP
removal,OBS-DP
improved,OBS-DP
aeration,OBS-DP
bilateral,ANAT-DP
lungs,ANAT-DP
resolution,OBS-DP
small,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
extubated,OBS-DP
nasogastric,OBS-DA
tube,OBS-DA
lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
right,ANAT-DP
lung,ANAT-DP
bases,ANAT-DP
unchanged,OBS-DP
parenchymal,ANAT-DP
opacity,OBS-DP
air,OBS-DP
bronchograms,OBS-DP
obliterating,OBS-DP
right,ANAT-DP
heart,ANAT-DP
border,ANAT-DP
post,OBS-U
aspiration,OBS-U
pneumonia,OBS-U
effusion,OBS-DA
opacity,OBS-DA
left,ANAT-DP
size,ANAT-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
large,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
endotracheal,OBS-DP
tube,OBS-DP
3.6 cm above,ANAT-DP
carina,ANAT-DP
orogastric,OBS-DP
tube,OBS-DP
out of the field of view,OBS-DP
fundus,ANAT-DP
stomach,ANAT-DP
lungs,ANAT-DP
diffusely,OBS-DP
opacified,OBS-DP
airspace,ANAT-DP
densities,OBS-DP
retrocardiac,ANAT-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
opacity,OBS-DP
left,ANAT-DP
hemidiaphragm,ANAT-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Enlargement,OBS-DP
mediastinum,ANAT-DP
exaggerated,OBS-DP
AP technique,OBS-DP
pneumothorax,OBS-DA
Diffuse,OBS-DP
airspace,ANAT-DP
opacities,OBS-DP
severe,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
severe,OBS-U
pneumonia,OBS-U
Moderate,OBS-DP
cardiomegally,OBS-DP
Endotracheal,OBS-DP
tube,OBS-DP
endotracheal,OBS-DP
tube,OBS-DP
feeding,OBS-DP
tube,OBS-DP
right,ANAT-DP
IJ,OBS-DP
central,OBS-DP
line,OBS-DP
unchanged,OBS-DP
distal,OBS-DP
tip,OBS-DP
right,ANAT-DP
IJ,ANAT-DP
line,OBS-DP
proximal,ANAT-DP
right,ANAT-DP
atrium,ANAT-DP
pneumothoraces,OBS-DA
small,OBS-DP
pleural,ANAT-DP
effusion,OBS-DP
right side,ANAT-DP
prominence,OBS-DP
pulmonary,ANAT-DP
interstitial,ANAT-DP
markings,OBS-DP
pulmonary,ANAT-DP
edema,OBS-U
stable,OBS-DP
Moderately,OBS-DP
severe,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
improved,OBS-DP
Small,OBS-DP
right,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Moderate,OBS-DP
cardiomegaly,OBS-DP
stable,OBS-DP
lobar,ANAT-DP
collapse,OBS-DA
consolidation,OBS-DA
lungs,ANAT-DP
ET,OBS-DP
tube,OBS-DP
thoracic,ANAT-DP
inlet,ANAT-DP
right,ANAT-DP
internal,ANAT-DP
jugular,ANAT-DP
line,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
upper,OBS-DP
enteric,OBS-DP
tube,OBS-DP
mid,ANAT-DP
stomach,ANAT-DP
pneumothorax,OBS-DA
Mild,OBS-DP
generalized,OBS-DP
edema,OBS-DP
worsened,OBS-DA
greater,OBS-DP
consolidation,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
elevation,OBS-DP
left,ANAT-DP
hemidiaphragm,ANAT-DP
leftward,OBS-DP
mediastinal,ANAT-DP
shift,OBS-DP
substantial,OBS-DP
atelectasis,OBS-DP
This,OBS-DP
retained,OBS-U
secretions,OBS-U
aspiration,OBS-U
Moderate,OBS-DP
cardiomegaly,OBS-DP
unchanged,OBS-DP
Pleural,ANAT-DP
effusion,OBS-U
minimal,OBS-U
pneumothorax,OBS-DA
ET,OBS-DP
tube,OBS-DP
standard,OBS-DP
placement,OBS-DP
right,ANAT-DP
internal,ANAT-DP
jugular,ANAT-DP
line,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
upper,OBS-DP
enteric,OBS-DP
drain,OBS-DP
nondistended,OBS-DP
stomach,ANAT-DP
out of view,OBS-DP
lungs,ANAT-DP
well,OBS-DP
expanded,OBS-DP
clear,OBS-DP
mild,OBS-DP
cardiomegaly,OBS-DP
Pacemaker,OBS-DP
leads,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
right,ANAT-DP
ventricle,ANAT-DP
mild,OBS-DP
elevation,OBS-DP
right,ANAT-DP
hemidiaphragm,ANAT-DP
unchanged,OBS-DP
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Severe,OBS-DP
kyphosis,OBS-DP
thoracic,ANAT-DP
spine,ANAT-DP
Mild,OBS-DP
compression,OBS-DP
deformities,OBS-DP
lower,ANAT-DP
thoracic,ANAT-DP
spine,ANAT-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
Lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
opacity,OBS-DP
pneumonia,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
left,ANAT-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
left,ANAT-DP
cardiac,OBS-DP
device,OBS-DP
leads,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
ventricle,ANAT-DP
Mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Left,ANAT-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
Right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
opacity,OBS-DP
pneumonia,OBS-DP
left,ANAT-DP
chest,ANAT-DP
pacer,OBS-DP
device,OBS-DP
leads,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
ventricle,ANAT-DP
Lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
bronchovascular,ANAT-DP
crowding,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
not well evaluated,OBS-DP
overlying,OBS-DP
opacity,OBS-DP
mild,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DP
Retrocardiac,ANAT-DP
opacity,OBS-DP
atelectasis,OBS-U
edema,OBS-U
pneumonia,OBS-U
small,OBS-U
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-U
pneumothorax,OBS-DA
visualized,ANAT-DP
upper,ANAT-DP
abdomen,ANAT-DP
unremarkable,OBS-DP
Mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
Retrocardiac,ANAT-DP
opacity,OBS-DP
small,OBS-U
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-U
Healed,OBS-DP
fractures,OBS-DP
posterior,ANAT-DP
right,ANAT-DP
middle,ANAT-DP
ribs,ANAT-DP
chronic,OBS-DP
mild,OBS-DP
pleural,ANAT-DP
thickening,OBS-DP
displaced,OBS-DA
acute,OBS-DA
fractures,OBS-DA
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
heart,ANAT-DP
normal,OBS-DP
size,ANAT-DP
focal,OBS-U
findings,OBS-U
rib,ANAT-DP
chest,ANAT-DP
cage,ANAT-DP
trauma,OBS-U
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Atelectasis,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
new,OBS-DP
Lungs,ANAT-DP
clear,OBS-DP
small,OBS-DP
right,ANAT-DP
apical,ANAT-DP
pneumothorax,OBS-DP
decreased,OBS-DP
size,OBS-DP
left,ANAT-DP
pneumothorax,OBS-DA
Subcutaneous,OBS-DP
gas,OBS-DP
chest,ANAT-DP
wall,ANAT-DP
unchanged,OBS-DP
Low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Hilar,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
unchanged,OBS-DP
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Trace,OBS-DP
amount,OBS-DP
free,OBS-DP
air,OBS-DP
under,ANAT-DP
right,ANAT-DP
hemidiaphragm,ANAT-DP
decrease,OBS-DP
right,ANAT-DP
apical,ANAT-DP
pneumothorax,OBS-DP
small,OBS-DP
Minimal,OBS-DP
right,ANAT-DP
subdiaphragmatic,ANAT-DP
air,OBS-DP
Right,ANAT-DP
apical,ANAT-DP
pneumothorax,OBS-DP
diameter,OBS-DP
approximately,OBS-DP
13 mm,OBS-DP
left,ANAT-DP
pneumothorax,OBS-DA
left,ANAT-DP
lung,ANAT-DP
apex,ANAT-DP
hyperlucent,OBS-DP
Bilateral,ANAT-DP
cervical,ANAT-DP
soft tissue,ANAT-DP
air,OBS-DP
collections,OBS-DP
tension,OBS-DA
Normal,OBS-DP
size,ANAT-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
lungs,ANAT-DP
clear,OBS-DP
infiltrate,OBS-DA
cardiac,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
normal,OBS-DP
minimal,OBS-DP
right,ANAT-DP
CP,ANAT-DP
angle,ANAT-DP
blunting,OBS-DP
tiny,OBS-U
effusion,OBS-U
small,OBS-U
amount,OBS-U
pleural,ANAT-DP
thickening,OBS-U
bony,ANAT-DP
thorax,ANAT-DP
normal,OBS-DP
Blunting,OBS-DP
right,ANAT-DP
CP,ANAT-DP
angle,ANAT-DP
normal,OBS-DP
chest,ANAT-DP
Normal,OBS-DP
cardiomediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
Fully,OBS-DP
expanded,OBS-DP
clear,OBS-DP
lungs,ANAT-DP
pneumonia,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
osseous,ANAT-DP
soft tissue,ANAT-DP
abnormalities,OBS-DA
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
lungs,ANAT-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
mediastinal,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
Lines,OBS-DP
tubes,OBS-DP
grossly,OBS-DP
unchanged,OBS-DP
NG,OBS-DP
to,OBS-DP
lower,ANAT-DP
mediastinum,ANAT-DP
underpenetration,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
unchanged,OBS-DP
Extensive,OBS-DP
interstitial,ANAT-DP
alveolar,ANAT-DP
opacity,OBS-DP
both,ANAT-DP
lungs,ANAT-DP
confluent,OBS-DP
Small,OBS-DP
effusions,OBS-DP
pneumothorax,OBS-DA
bilateral,ANAT-DP
opacities,OBS-DP
confluent,OBS-DP
left,ANAT-DP
progression,OBS-DP
alveolar,ANAT-DP
edema,OBS-DP
infectious,ANAT-DP
infiltrate,OBS-DP
cardiomediastinal,ANAT-DP
contours,ANAT-DP
stable,OBS-DP
Worsening,OBS-DP
bibasilar,ANAT-DP
opacities,OBS-DP
atelectasis,OBS-U
infectious,OBS-U
pneumonia,OBS-U
small,OBS-U
pleural,ANAT-DP
effusions,OBS-U
bilaterally,ANAT-DP
Widened,OBS-DP
mediastinum,ANAT-DP
low,OBS-U
lung,ANAT-DP
volumes,ANAT-DP
supine,OBS-DP
positioning,OBS-DP
mediastinal,ANAT-DP
great,ANAT-DP
vessel,ANAT-DP
injury,OBS-DP
Pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
mild,OBS-U
pulmonary,ANAT-DP
edema,OBS-U
Bibasilar,ANAT-DP
atelectasis,OBS-DP
ET,OBS-DP
tube,OBS-DP
tip,OBS-DP
6 cm above,ANAT-DP
carina,ANAT-DP
Enteric,OBS-DP
tube,OBS-DP
tip,OBS-DP
over,ANAT-DP
stomach,ANAT-DP
fundus,ANAT-DP
ET,OBS-DP
tube,OBS-DP
distal,OBS-DP
tip,OBS-DP
6 cm above,OBS-DP
carina,ANAT-DP
enteric,OBS-DP
tube,OBS-DP
coursing,OBS-DP
inferiorly,OBS-DP
distal,OBS-DP
tip,OBS-DP
over,ANAT-DP
expected,OBS-DP
position,OBS-DP
stomach,ANAT-DP
fundus,ANAT-DP
low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
widened,OBS-DP
mediastinum,ANAT-DP
low,OBS-U
lung,ANAT-DP
volumes,ANAT-DP
supine,OBS-U
positioning,OBS-U
Pulmonary,ANAT-DP
vascular,ANAT-DP
engorgement,OBS-DP
diffuse,OBS-DP
airspace,ANAT-DP
opacities,ANAT-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-U
mild,OBS-U
pulmonary,ANAT-DP
edema,OBS-U
Linear,OBS-DP
opacities,OBS-DP
bilateral,ANAT-DP
lower,ANAT-DP
lungs,ANAT-DP
bibasilar,ANAT-DP
atelectasis,OBS-U
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Widened,OBS-DP
mediastinum,ANAT-DP
low,OBS-U
lung,ANAT-DP
volumes,ANAT-DP
supine,OBS-U
positioning,OBS-U
mediastinal,ANAT-DP
great,ANAT-DP
vessel,ANAT-DP
injury,OBS-U
Pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
mild,OBS-U
pulmonary,ANAT-DP
edema,OBS-U
Bibasilar,ANAT-DP
atelectasis,OBS-DP
ET,OBS-DP
tube,OBS-U
tip,OBS-DP
6 cm above,ANAT-DP
carina,ANAT-DP
Enteric,OBS-DP
tube,OBS-DP
tip,OBS-DP
over,ANAT-DP
stomach,ANAT-DP
fundus,ANAT-DP
left,ANAT-DP
IJ,OBS-DP
catheter,OBS-DP
mid,ANAT-DP
lower,ANAT-DP
portion,ANAT-DP
SVC,ANAT-DP
Right,ANAT-DP
IJ,OBS-DP
catheter,OBS-DP
upper,ANAT-DP
portion,ANAT-DP
SVC,ANAT-DP
pneumothorax,OBS-DA
monitoring,OBS-DP
support,OBS-DP
devices,OBS-DP
essentially,OBS-DP
unchanged,OBS-DP
patient,OBS-DP
better,OBS-DP
inspiration,OBS-DP
enlargement,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
bibasilar,ANAT-DP
opacifications,OBS-DP
endotracheal,OBS-DP
tube,OBS-DP
positioned,OBS-DP
high,OBS-DP
approximately,OBS-DP
7 cm,ANAT-DP
carina,ANAT-DP
enteric,OBS-DP
tube,OBS-DP
below,ANAT-DP
diaphragm,ANAT-DP
tip,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
Bibasilar,ANAT-DP
atelectasis,OBS-DP
unchanged,OBS-DP
slight,OBS-DP
interval,OBS-DP
worsening,OBS-DP
vascular,ANAT-DP
congestion,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
opacity,OBS-DA
pneumonia,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Widening,OBS-DP
mediastinal,ANAT-DP
contours,ANAT-DP
unchanged,OBS-DP
mediastinal,ANAT-DP
fat,OBS-U
heart,ANAT-DP
slightly,OBS-DP
larger,OBS-DP
Slight,OBS-DP
interval,OBS-DP
worsening,OBS-DP
vascular,ANAT-DP
congestion,OBS-DP
mild,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
heart,ANAT-DP
slightly,OBS-DP
larger,OBS-DP
High,OBS-DP
position,OBS-DP
endotracheal,OBS-DP
tube,OBS-DP
7 cm,ANAT-DP
carina,ANAT-DP
right,ANAT-DP
IJ,OBS-DP
line,OBS-DP
exchanged,OBS-DP
tip,OBS-DP
proximal,ANAT-DP
SVC,ANAT-DP
ET,OBS-DP
tube,OBS-DP
left,OBS-DP
IJ,OBS-DP
line,OBS-DP
NG,OBS-DP
type,OBS-DP
tube,OBS-DP
unchanged,OBS-DP
pneumothorax,OBS-DA
some,OBS-DP
new,OBS-DP
subtle,OBS-DP
confluent,OBS-DP
opacity,OBS-DP
right,ANAT-DP
perihilar,ANAT-DP
region,ANAT-DP
Prominent,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
unchanged,OBS-DP
Upper,ANAT-DP
zone,ANAT-DP
redistribution,OBS-DP
diffuse,OBS-DP
vascular,ANAT-DP
blurring,OBS-DP
similar,OBS-DP
Increased,OBS-DP
retrocardiac,ANAT-DP
density,OBS-DP
air bronchograms,OBS-DP
unchanged,OBS-DP
gross,OBS-DA
effusion,OBS-DA
Subtle,OBS-DP
new,OBS-DP
confluent,OBS-DP
opacity,OBS-DP
right,ANAT-DP
perihilar,ANAT-DP
region,ANAT-DP
subtle,OBS-U
progression,OBS-U
CHF,OBS-U
findings,OBS-U
Cardiomediastinal,ANAT-DP
contours,ANAT-DP
stable,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
Interval,OBS-DP
improved,OBS-DP
aeration,OBS-DP
left,ANAT-DP
mid,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
slight,OBS-DP
worsening,OBS-DP
right,ANAT-DP
juxta,ANAT-DP
hilar,ANAT-DP
basilar,ANAT-DP
opacities,OBS-DP
dense,OBS-DP
left,ANAT-DP
retrocardiac,ANAT-DP
opacity,OBS-DP
pleural,ANAT-DP
fluid,OBS-DP
atelectasis,OBS-DP
right,ANAT-DP
lung,ANAT-DP
grossly,OBS-DP
clear,OBS-DP
volumes,ANAT-DP
low,OBS-DP
nasoenteric,OBS-DP
tube,OBS-DP
stomach,ANAT-DP
tip,OBS-DP
GE junction,ANAT-DP
mediastinal,ANAT-DP
widening,OBS-DP
enlarged,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
semiupright,OBS-U
projection,OBS-U
lung,ANAT-DP
volumes,ANAT-DP
decreased,OBS-DP
new,OBS-DP
feeding,OBS-DP
tube,OBS-DP
tip,OBS-DP
central,ANAT-DP
parts,ANAT-DP
stomach,ANAT-DP
Moderate,OBS-DP
cardiomegaly,OBS-DP
Mild,OBS-DP
moderate,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DP
larger,OBS-DA
pleural,ANAT-DP
effusions,OBS-DA
relevant,OBS-DA
change,OBS-DA
Low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
bilateral,ANAT-DP
areas,OBS-DP
atelectasis,OBS-DP
small,OBS-DP
pleural,ANAT-DP
effusions,OBS-DP
Moderate,OBS-DP
cardiomegaly,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DA
change,OBS-DA
enteric,OBS-DP
tube,OBS-DP
Little,OBS-DP
change,OBS-DP
heart,ANAT-DP
lungs,ANAT-DP
nasogastric,OBS-DA
tube,OBS-DA
Severe,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
worsened,OBS-DP
Upper,ANAT-DP
lungs,ANAT-DP
clear,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
pneumothorax,OBS-DA
Lung,ANAT-DP
volumes,ANAT-DP
improved,OBS-DP
right,ANAT-DP
middle,ANAT-DP
lobe,ANAT-DP
largely,OBS-DP
collapsed,OBS-DP
consolidation,OBS-DP
base,ANAT-DP
left,ANAT-DP
lung,ANAT-DP
improved,OBS-DP
pneumonia,OBS-U
atelectasis,OBS-U
chronic,OBS-U
aspiration,OBS-U
Upper,ANAT-DP
lungs,ANAT-DP
clear,OBS-DP
Heart,ANAT-DP
size,ANAT-DP
exaggerated,OBS-DP
low,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
top - normal,OBS-U
size,ANAT-DP
cardiac,ANAT-DP
decompensation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Mild,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Mediastinal,ANAT-DP
contours,ANAT-DP
unremarkable,OBS-DP
Cardiac,ANAT-DP
silhouette,ANAT-DP
top - normal,OBS-DP
mildly,OBS-DP
enlarged,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pneumonia,OBS-DA
Mild,OBS-DP
basilar,ANAT-DP
atelectasis,OBS-DP
Pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
new,OBS-DP
Moderately,OBS-DP
severe,OBS-DP
bibasilar,ANAT-DP
atelectasis,OBS-DP
Pleural,ANAT-DP
effusion,OBS-U
small,OBS-U
pneumothorax,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Feeding,OBS-DP
tube,OBS-DP
upper,ANAT-DP
stomach,ANAT-DP
out of view,OBS-DP
Its,OBS-DP
left,ANAT-DP
upper,ANAT-DP
quadrant,ANAT-DP
severe,OBS-U
gastric,ANAT-DP
distention,OBS-U
gastroenterostomy,OBS-U
Esophageal,OBS-DP
drainage,OBS-DP
tube,OBS-DP
upper,ANAT-DP
stomach,ANAT-DP
Interval,OBS-DP
decrease,OBS-DP
cardiac,ANAT-DP
size,ANAT-DP
Lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
Retrocardiac,ANAT-DP
consolidation,OBS-DP
atelectasis,OBS-U
pneumonia,OBS-U
pneumothorax,OBS-DA
Lung,ANAT-DP
volumes,ANAT-DP
quite,OBS-DP
low,OBS-DP
atelectasis,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
milder,OBS-DP
right,ANAT-DP
pulmonary,ANAT-DP
